,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.016853814172997153,0.008410608716008553
2020-2021,0.016853814172997153,-0.0,0.04862934908649767
2021-2022,0.008410608716008553,0.04862934908649767,-0.0
