,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.03318150669628306,0.24240894032264562
2020-2021,0.03318150669628306,-0.0,0.2720690182491563
2021-2022,0.24240894032264562,0.2720690182491563,-0.0
