,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.01967037722314476,0.025532382336423104
2020-2021,0.01967037722314476,-0.0,0.007325276092840276
2021-2022,0.025532382336423104,0.007325276092840276,-0.0
