,2019-2020,2020-2021,2021-2022
2019-2020,1.1102230246251565e-16,0.023579232022561028,0.004707030383645639
2020-2021,0.023579232022561028,-0.0,0.04924859651286215
2021-2022,0.004707030383645639,0.04924859651286215,1.1102230246251565e-16
