,2019-2020,2020-2021,2021-2022
2019-2020,1.1102230246251565e-16,0.0030329280623759692,0.025089527793477437
2020-2021,0.0030329280623759692,2.2204460492503136e-16,0.013370910559837815
2021-2022,0.025089527793477437,0.013370910559837815,1.1102230246251565e-16
