,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.022662475853996306,0.04104016502049745
2020-2021,0.022662475853996306,-0.0,0.024803978383162128
2021-2022,0.04104016502049745,0.024803978383162128,-0.0
