,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.0375185585238394,0.20777055561344845
2020-2021,0.0375185585238394,-0.0,0.26024660299235014
2021-2022,0.20777055561344845,0.26024660299235014,-0.0
