,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.18313513142539894,0.06910291974488332
2020-2021,0.18313513142539894,-0.0,0.024804559415417347
2021-2022,0.06910291974488332,0.024804559415417347,-0.0
