,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.713558177820073,0.25541281188299503
2020-2021,0.713558177820073,-0.0,0.45814536593707805
2021-2022,0.25541281188299503,0.45814536593707805,-0.0
