,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.733168534396713,0.19836853765714307
2020-2021,0.733168534396713,-0.0,23.025850929940457
2021-2022,0.19836853765714307,23.025850929940457,-0.0
