,ALTO_PARAGUAY,ALTO_PARANA,AMAMBAY,ASUNCION,BOQUERON,CAAGUAZU,CAAZAPA,CANINDEYU,CENTRAL,Centro_est,Centro_norte,Centro_sur,Chaco,CONCEPCION,CORDILLERA,GUAIRA,ITAPUA,Metropolitano,MISIONES,NEEMBUCU,PARAGUARI,Paraguay,PTE_HAYES,SAN_PEDRO
ALTO_PARAGUAY,0.0,0.9511906497316934,1.2417680125090924,0.5869316730848881,0.7895122181969579,0.785266693224413,1.0813389511199294,0.7119540249734495,0.5370549013392699,0.7847283376601993,0.7174424963933023,0.9470650055448826,0.625336181604129,0.7706383123876686,0.7176508550437068,1.0455019204933074,1.645472666429547,0.548347532244592,1.0123206274496468,0.8032445507569609,1.3411209999266527,0.6284669831315565,0.803955588375679,0.6083373868722733
ALTO_PARANA,0.9511906497316934,0.0,1.6291991316608312,0.974362792236627,1.1769433373486966,1.1726978123761518,1.4687700702716684,1.0993851441251883,0.9244860204910088,1.1721594568119382,1.1048736155450412,1.3344961246966214,1.0127673007558677,1.1580694315394073,1.1050819741954456,1.4329330396450464,2.032903785581286,0.9357786513963308,1.3997517466013856,1.1906756699086998,1.7285521190783915,1.0158981022832954,1.1913867075274178,0.9957685060240123
AMAMBAY,1.2417680125090924,1.6291991316608312,0.0,1.2649401550140258,1.4675207001260953,1.4632751751535504,1.759347433049067,1.389962506902587,1.2150633832684075,1.462736819589337,1.3954509783224396,1.62507348747402,1.3033446635332666,1.4486467943168062,1.3956593369728445,1.723510402422445,2.3234811483586846,1.2263560141737295,1.6903291093787842,1.4812530326860986,2.0191294818557903,1.306475465060694,1.4819640703048167,1.2863458688014109
ASUNCION,0.5869316730848881,0.974362792236627,1.2649401550140258,0.0,0.8126843607018913,0.8084388357293463,1.104511093624863,0.7351261674783828,0.5602270438442033,0.8079004801651327,0.7406146388982359,0.970237148049816,0.6485083241090623,0.7938104548926019,0.7408229975486402,1.068674062998241,1.6686448089344805,0.5715196747495254,1.03549276995458,0.8264166932618943,1.3642931424315858,0.6516391256364898,0.8271277308806124,0.6315095293772068
BOQUERON,0.7895122181969579,1.1769433373486966,1.4675207001260953,0.8126843607018913,0.0,1.011019380841416,1.3070916387369327,0.9377067125904525,0.7628075889562731,1.0104810252772023,0.9431951840103053,1.1728176931618857,0.8510888692211319,0.9963910000046715,0.9434035426607098,1.2712546081103107,1.8712253540465502,0.774100219861595,1.2380733150666499,1.0289972383739638,1.5668736875436557,0.8542196707485595,1.029708275992682,0.8340900744892764
CAAGUAZU,0.785266693224413,1.1726978123761518,1.4632751751535504,0.8084388357293463,1.011019380841416,0.0,1.3028461137643876,0.9334611876179076,0.758562063983728,1.0062355003046575,0.9389496590377604,1.1685721681893406,0.8468433442485871,0.9921454750321267,0.9391580176881651,1.2670090831377656,1.8669798290740054,0.7698546948890502,1.2338277900941048,1.024751713401419,1.5626281625711107,0.8499741457760147,1.025462751020137,0.8298445495167316
CAAZAPA,1.0813389511199294,1.4687700702716684,1.759347433049067,1.104511093624863,1.3070916387369327,1.3028461137643876,0.0,1.2295334455134244,1.0546343218792449,1.3023077582001743,1.2350219169332772,1.4646444260848572,1.1429156021441036,1.2882177329276434,1.2352302755836817,1.5630813410332822,2.163052086969522,1.0659269527845667,1.5299000479896216,1.3208239712969359,1.8587004204666275,1.1460464036715312,1.3215350089156537,1.1259168074122483
CANINDEYU,0.7119540249734495,1.0993851441251883,1.389962506902587,0.7351261674783828,0.9377067125904525,0.9334611876179076,1.2295334455134244,0.0,0.6852493957327646,0.932922832053694,0.865636990786797,1.0952594999383773,0.7735306759976237,0.9188328067811633,0.8658453494372016,1.1936964148868023,1.793667160823042,0.6965420266380867,1.1605151218431413,0.9514390451504555,1.4893154943201476,0.7766614775250512,0.9521500827691737,0.7565318812657681
CENTRAL,0.5370549013392699,0.9244860204910088,1.2150633832684075,0.5602270438442033,0.7628075889562731,0.758562063983728,1.0546343218792449,0.6852493957327646,0.0,0.7580237084195146,0.6907378671526176,0.9203603763041978,0.5986315523634441,0.7439336831469837,0.690946225803022,1.0187972912526229,1.6187680371888622,0.5216429030039073,0.9856159982089618,0.7765399215162762,1.314416370685968,0.6017623538908716,0.7772509591349942,0.5816327576315886
Centro_est,0.7847283376601993,1.1721594568119382,1.462736819589337,0.8079004801651327,1.0104810252772023,1.0062355003046575,1.3023077582001743,0.932922832053694,0.7580237084195146,0.0,0.938411303473547,1.1680338126251273,0.8463049886843734,0.9916071194679131,0.9386196621239516,1.2664707275735523,1.8664414735097916,0.7693163393248367,1.2332894345298915,1.0242133578372057,1.5620898070068971,0.8494357902118012,1.0249243954559235,0.829306193952518
