,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.002325919676684118,0.003089234674080946
2020-2021,0.002325919676684118,-0.0,0.000825899583709252
2021-2022,0.003089234674080946,0.000825899583709252,2.2204460492503136e-16
