,2019-2020,2020-2021,2021-2022
2019-2020,-2.2204460492503128e-16,0.000378601751879562,0.0014591498774531694
2020-2021,0.000378601751879562,-0.0,0.003325636358944583
2021-2022,0.0014591498774531694,0.003325636358944583,-0.0
