,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.02094002697035987,0.0005186857091705986
2020-2021,0.02094002697035987,-0.0,0.01655164961329382
2021-2022,0.0005186857091705986,0.01655164961329382,-0.0
