,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.1501420916396714,0.09282658349674484
2020-2021,0.1501420916396714,-0.0,0.0060961880714004305
2021-2022,0.09282658349674484,0.0060961880714004305,-0.0
