,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.020582793614188754,0.31447612606524844
2020-2021,0.020582793614188754,-0.0,0.18090823985217885
2021-2022,0.31447612606524844,0.18090823985217885,-0.0
