,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.18886889637781615,0.4401333402057007
2020-2021,0.18886889637781615,1.1102230246251565e-16,0.0385191358948477
2021-2022,0.4401333402057007,0.0385191358948477,1.1102230246251565e-16
