,2019,2020,2021
2019,-0.0,0.13787703507758295,0.5157946282322746
2020,0.13787703507758295,1.1102230246251565e-16,0.18543755352264651
2021,0.5157946282322746,0.18543755352264651,1.1102230246251565e-16
