,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.410490276034915,0.39816570839758786
2020-2021,0.410490276034915,-0.0,0.006288915232266222
2021-2022,0.39816570839758786,0.006288915232266222,-0.0
