,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.7520386983881366,0.7790723090232748
2020-2021,0.7520386983881366,-0.0,0.1689416409542203
2021-2022,0.7790723090232748,0.1689416409542203,-0.0
