,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.33069924112268245,0.5232132677487696
2020-2021,0.33069924112268245,-0.0,0.02560373108248784
2021-2022,0.5232132677487696,0.02560373108248784,-0.0
