,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.45039327266909496,0.5725661521515012
2020-2021,0.45039327266909496,-0.0,0.020023935445917556
2021-2022,0.5725661521515012,0.020023935445917556,-0.0
