,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.2027325540540822,0.5893274981708226
2020-2021,0.2027325540540822,-0.0,0.07647394912337831
2021-2022,0.5893274981708226,0.07647394912337831,-0.0
