,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.040984494109309794,0.02604876195352399
2020-2021,0.040984494109309794,-0.0,0.05018084156302866
2021-2022,0.02604876195352399,0.05018084156302866,-0.0
