,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.693147180559946,0.255412811882996
2020-2021,0.693147180559946,1.1102230246251565e-16,0.18090823985217858
2021-2022,0.255412811882996,0.18090823985217858,-0.0
