,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.10022466410128648,0.6931471805599453
2020-2021,0.10022466410128648,2.2204460492503136e-16,0.2397865401309432
2021-2022,0.6931471805599453,0.2397865401309432,-0.0
