,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.0023871485487874295,0.00594984501315297
2020-2021,0.0023871485487874295,-0.0,0.003696598260427315
2021-2022,0.00594984501315297,0.003696598260427315,-0.0
