,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.02048928281328517,0.07158780469886744
2020-2021,0.02048928281328517,1.1102230246251565e-16,0.020999839489009832
2021-2022,0.07158780469886744,0.020999839489009832,1.1102230246251565e-16
