,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,23.025850929940457,0.4159100544750458
2020-2021,23.025850929940457,-0.0,0.4904146265058636
2021-2022,0.4159100544750458,0.4904146265058636,-0.0
