,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.00019476837747297513,0.000509552574722642
2020-2021,0.00019476837747297513,-0.0,0.0002230336677727625
2021-2022,0.000509552574722642,0.0002230336677727625,-0.0
