,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.5493061443340554,0.05893210724587069
2020-2021,0.5493061443340554,-0.0,0.34657359027997303
2021-2022,0.05893210724587069,0.34657359027997303,-0.0
