Department,Pandemic_year,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38
CENTRAL,2018-2019,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,3.13512818171835,6.09846851786308,7.98813481917277,6.4420442090103,7.55866520523875,6.4420442090103,5.36837017417525,5.75489282671587,4.93890056024123,5.11068840581484,5.06774144442143,5.66899890392906,5.66899890392906,5.49721105835545,8.03108178056617,8.6323392400738,13.0558762635942,15.2461712946577,20.0132840093253,20.1850718548989,16.9640497503938,15.0743834490841,15.4609061016247,14.0436563756425,12.7981944952338,10.2643237730231,6.3561502862235,3.39280995007876,4.46648398491381,3.22102210450515,3.22102210450515,3.26396906589855,2.27618895385031,3.09218122032494,2.44797679942391,3.34986298868536,3.22102210450515,3.13512818171835
CENTRAL,2019-2020,4.3376431007336,5.66899890392906,5.28247625138845,4.98184752163463,7.73045305081236,8.11697570335298,9.01886189261442,13.1847171477744,15.8903757155587,18.9825569358837,26.5841691025158,35.259455303983,42.302756972501,42.9040144320086,75.7154929365677,230.453394836995,447.850913410396,560.243111376929,646.09408720234,841.116238889778,722.496731521202,543.794425163256,447.722072526216,271.768371697448,131.074126172663,24.6515558398127,9.36243758376163,4.81005967606102,2.83449945196453,2.53387072221072,2.57681768360412,1.50314364876907,1.33135580319546,1.24546188040866,0.730098343687834,0.558310498114226,0.601257459507628,1.15956795762185,0.85893922786804,0.687151382294432,0.472416575327422,0.687151382294432,0.257681768360412,0.343575691147216,0.300628729753814,0.515363536720824,0.386522652540618,0.386522652540618,0.300628729753814,0.85893922786804,0.171787845573608,0.472416575327422
CENTRAL,2020-2021,0.687151382294432,1.03072707344165,0.901886189261442,1.41724972598227,2.1044011082767,1.54609061016247,2.2332419924569,2.74860552917773,3.09218122032494,3.56459779565237,3.34986298868536,3.69343867983257,3.95112044819298,4.4235370235204,7.21508951409153,8.20286962613978,8.89002100843421,7.42982432105854,9.31949062236823,10.4790585799901,12.1110431129394,9.36243758376163,10.0925359274495,9.01886189261442,9.27654366097483,6.95740774573112,6.18436244064989,7.12919559130473,5.41131713556865,5.02479448302803,4.2088022165534,3.22102210450515,3.39280995007876,3.73638564122597,4.50943094630721,2.66271160639092,2.01850718548989,1.97556022409649,1.50314364876907,1.03072707344165,1.50314364876907,1.67493149434268,1.24546188040866,0.773045305081236,1.15956795762185,0.687151382294432,1.88966630130969,1.58903757155587,1.97556022409649,2.92039337475134,2.1473480696701,2.53387072221072
CENTRAL,2021-2022,2.53387072221072,2.53387072221072,2.66271160639092,3.22102210450515,3.43575691147216,3.77933260261938,3.86522652540618,4.55237790770061,5.02479448302803,4.59532486909401,4.2946961393402,2.53387072221072,3.95112044819298,5.561631500445557,7.172142552698135,0.730098343687834,0.472416575327422,0.085893922786804,0.300628729753814,0.257681768360412,0.085893922786804,0.171787845573608,0.515363536720824,0.21473480696701,0.386522652540618,0.64420442090103,0.21473480696701,0.558310498114226,0.343575691147216,0.601257459507628,1.03072707344165,0.64420442090103,1.15956795762185,0.601257459507628,0.601257459507628,0.171787845573608,0.343575691147216,0.343575691147216,0.558310498114226,0.300628729753814,0.472416575327422,0.42946961393402,0.171787845573608,0.171787845573608,0.386522652540618,0.386522652540618,0.300628729753814,0.21473480696701,0.257681768360412,0.42946961393402,0.257681768360412,0.386522652540618
CENTRAL,2022-2023,0.472416575327422,0.601257459507628,0.987780112048246,1.15956795762185,1.93261326270309,1.88966630130969,3.26396906589855,4.07996133237319,4.59532486909401,6.18436244064989,10.1784298502363,16.3627922908862,21.6023215808812,25.338707222107196,6.91446078433772,10.0066420046627,11.1232630008911,15.6326939471983,14.387232066789704,10.049588966056103,7.859293934992566,8.159922664746382,8.718233162860605,5.626051942535662,7.386877359665144,8.546445317287,6.442044209010304,4.810059676061022,8.116975703352976,6.871513822944316,6.699725977370714,7.51571824384535,6.184362440649882,5.3254232127818515,7.4298243210585415,8.24581658753318,7.25803647548494,5.02479448302803,2.27618895385031,2.87744641335793,4.63827183048742,3.60754475704577,1.97556022409649,1.67493149434268,3.26396906589855,3.60754475704577,2.74860552917773,3.39280995007876,3.04923425893154,3.22102210450515,4.380590062127,6.01257459507628
CONCEPCION,2018-2019,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.751677077832404,0.375838538916202,0.0,0.751677077832404,0.375838538916202,0.751677077832404,1.12751561674861,1.87919269458101,1.12751561674861,3.00670831132962,5.26173954482683,4.88590100591062,4.51006246699442,10.8993176285699,6.76509370049163,12.0268332453185,25.5570206463017,19.9194425625587,18.7919269458101,18.4160884068939,21.4227967182235,21.4227967182235,22.5503123349721,19.9194425625587,25.9328591852179,19.5436040236425,3.75838538916202,17.2885727901453,9.77180201182125,11.2751561674861,5.63757808374303,6.01341662265923,1.50335415566481,1.50335415566481,0.375838538916202,0.0,0.375838538916202
CONCEPCION,2019-2020,0.375838538916202,1.87919269458101,2.63086977241341,1.50335415566481,1.50335415566481,3.00670831132962,3.75838538916202,4.51006246699442,3.00670831132962,9.02012493398885,6.01341662265923,6.76509370049163,3.75838538916202,11.2751561674861,33.8254685024582,78.5502546334862,100.724728429542,118.013301219687,155.221316572391,217.610514032481,249.932628379274,241.288341984202,193.181009002928,175.14075913495,94.3354732679667,39.4630465862012,20.2952811014749,12.7785103231509,3.38254685024582,4.88590100591062,3.38254685024582,2.63086977241341,6.01341662265923,2.25503123349721,2.63086977241341,1.50335415566481,1.12751561674861,0.375838538916202,0.375838538916202,0.375838538916202,0.751677077832404,0.0,0.375838538916202,0.0,0.375838538916202,0.0,0.751677077832404,1.12751561674861,1.12751561674861,0.751677077832404,0.751677077832404,0.751677077832404
CONCEPCION,2020-2021,0.751677077832404,4.51006246699442,2.63086977241341,1.87919269458101,1.12751561674861,3.38254685024582,2.25503123349721,3.75838538916202,4.51006246699442,3.00670831132962,2.25503123349721,10.1476405507375,7.89260931724024,18.4160884068939,12.7785103231509,10.1476405507375,18.0402498679777,17.6644113290615,19.9194425625587,19.5436040236425,20.6711196403911,13.1543488620671,16.5368957123129,12.7785103231509,19.1677654847263,14.6577030177319,11.6509947064023,10.8993176285699,11.6509947064023,7.14093223940784,4.88590100591062,5.63757808374303,4.88590100591062,6.01341662265923,6.01341662265923,7.14093223940784,6.38925516157543,1.50335415566481,3.75838538916202,3.75838538916202,1.87919269458101,2.63086977241341,2.63086977241341,0.751677077832404,3.75838538916202,1.50335415566481,2.63086977241341,3.38254685024582,3.38254685024582,3.00670831132962,2.25503123349721,0.751677077832404
CONCEPCION,2021-2022,4.13422392807822,3.00670831132962,4.51006246699442,2.63086977241341,2.25503123349721,3.38254685024582,4.51006246699442,5.26173954482683,1.87919269458101,3.00670831132962,2.63086977241341,1.50335415566481,6.38925516157543,14.281864478815663,22.1744737960559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375838538916202,0.375838538916202,0.375838538916202,0.0,0.0,0.751677077832404,0.0,0.0,0.0,0.0,0.0,0.0,0.375838538916202,0.0,0.0,0.0,0.0,0.0,0.375838538916202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375838538916202,0.0,0.375838538916202,0.751677077832404
CONCEPCION,2022-2023,0.751677077832404,0.0,0.751677077832404,1.50335415566481,1.12751561674861,1.50335415566481,1.12751561674861,1.12751561674861,1.87919269458101,4.51006246699442,11.2751561674861,11.2751561674861,10.5234790896537,22.550312334972112,14.2818644788157,11.2751561674861,6.38925516157543,4.134223928078222,5.26173954482683,10.523479089653701,6.765093700491632,10.899317628569904,18.41608840689391,21.04695817930731,31.19459873004472,29.69124457437991,20.67111964039111,12.0268332453185,16.5368957123129,5.26173954482683,7.1409322394078325,6.3892551615754325,4.88590100591062,11.27515616748611,5.26173954482683,10.523479089653655,8.64428639507264,5.26173954482683,3.75838538916202,4.51006246699442,4.51006246699442,4.51006246699442,4.51006246699442,2.63086977241341,6.01341662265923,6.01341662265923,6.76509370049163,6.38925516157543,10.5234790896537,7.51677077832404,5.63757808374303,8.26844785615644
