,2019-2020,2020-2021,2021-2022
2019-2020,1.1102230246251565e-16,0.006680729429621223,0.0030032393419117116
2020-2021,0.006680729429621223,-0.0,0.001475213001456214
2021-2022,0.0030032393419117116,0.001475213001456214,-0.0
