,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.092072118353273,0.8523740461192125
2020-2021,0.092072118353273,-0.0,0.3065522364432045
2021-2022,0.8523740461192125,0.3065522364432045,-0.0
