,2019-2020,2020-2021,2021-2022
2019-2020,1.1102230246251565e-16,0.056217127400656534,0.012002675950665868
2020-2021,0.056217127400656534,-0.0,0.04719899983206636
2021-2022,0.012002675950665868,0.04719899983206636,-0.0
