,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.23846203604515476,0.5850356263251273
2020-2021,0.23846203604515476,-0.0,0.3465735902799726
2021-2022,0.5850356263251273,0.3465735902799726,-0.0
