,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.04773192971146077,0.25445768241443933
2020-2021,0.04773192971146077,-0.0,0.12894722800769046
2021-2022,0.25445768241443933,0.12894722800769046,-0.0
