,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.010720520940463772,0.006369930810013306
2020-2021,0.010720520940463772,-2.2204460492503128e-16,0.008746621464418505
2021-2022,0.006369930810013306,0.008746621464418505,-2.2204460492503128e-16
