,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.03065632585806515,0.029441869290712824
2020-2021,0.03065632585806515,1.1102230246251565e-16,0.02116944347659624
2021-2022,0.029441869290712824,0.02116944347659624,-0.0
