,2019-2020,2020-2021,2021-2022
2019-2020,-0.0,0.0035028581189208603,0.00342927873803383
2020-2021,0.0035028581189208603,-0.0,0.0010559647699806885
2021-2022,0.00342927873803383,0.0010559647699806885,-0.0
